preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0011765	C535505	C1846843|C4275060			OMIM_607078	DOID_0070299	Orphanet_93311		MONDO_0011765	Q77.3	multiple epiphyseal dysplasia type 5
MONDO_0007163	C535506	C1720416			OMIM_108500	DOID_0050990	Orphanet_97		MONDO_0007163	G11.8	episodic ataxia type 2
MONDO_0009196	C535508|C562663	C0268501|C1856899			OMIM_227010		Orphanet_999		MONDO_0009196	E70.3	ermine phenotype
MONDO_0019526	C535509	C0263398				DOID_0060567	Orphanet_90000		MONDO_0019526	L95.1	erythema elevatum diutinum
MONDO_0007569	C535510	C1851503			OMIM_132990				MONDO_0007569		"erythema nodosum, familial"
MONDO_0017787	C535512	CN203737					Orphanet_314		MONDO_0017787	L21.1	erythroderma desquamativum
MONDO_0009198	C535513	C1856898			OMIM_227090		Orphanet_1954		MONDO_0009198	Q82.8	congenital lethal erythroderma
MONDO_0007574	C535514|C535738	C2930921|C1851481			OMIM_133190	DOID_0050981	Orphanet_1955		MONDO_0007574	G11.1	spinocerebellar ataxia type 34
MONDO_0009956	C535515	C1849451			OMIM_266350				MONDO_0009956		red skin pigment anomaly of new guinea
MONDO_0007888	C535516	C1708350|CN239164		NCIT_C51302	OMIM_150800		Orphanet_523		MONDO_0007888	C64	hereditary leiomyomatosis and renal cell cancer
MONDO_0043181	C535517	C1833022							MONDO_0043181		refsum disease with increased pipecolic acidemia
MONDO_0007669	C535520	CN206512|C2959918|C0431693		NCIT_C123018	OMIM_137920	DOID_0111101	Orphanet_93111		MONDO_0007669	E11.2	renal cysts and diabetes syndrome
MONDO_0011370	C535521	C1863534			OMIM_603786				MONDO_0011370		Stargardt disease 4
MONDO_0011178	C535522	C1865926		NCIT_C126650	OMIM_602066		Orphanet_31709		MONDO_0011178	G40.4	infantile convulsions and choreoathetosis
MONDO_0010060	C535523	C1849096			OMIM_271245	DOID_0080126|DOID_0050556	Orphanet_1186		MONDO_0010060	G11.1	infantile onset spinocerebellar ataxia
MONDO_0009896	C535524	C1849731			OMIM_263550				MONDO_0009896		"polymyoclonus, infantile"
MONDO_0043314	C535526	C0275708							MONDO_0043314		aquarium granuloma
MONDO_0010971	C535528	C1832949			OMIM_600989		Orphanet_1849		MONDO_0010971		infundibulopelvic stenosis-multicystic kidney syndrome
MONDO_0044339	C535531		EFO_0004994	NCIT_C27154	OMIM_603932				MONDO_0044339		lumbar disc degenerative disorder
MONDO_0010232	C535532				OMIM_300048				MONDO_0010232		"intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked"
MONDO_0012288	C535534	C1836074			OMIM_609515				MONDO_0012288		iridogoniodysgenesis and skeletal anomalies
MONDO_0024456	C535535				OMIM_601631				MONDO_0024456		anterior segment dysgenesis 3
MONDO_0010633	C535538	C1839928			OMIM_308500				MONDO_0010633		iris hypoplasia with glaucoma
MONDO_0007841	C535540	C1840061|C1868581			OMIM_147891		Orphanet_1509		MONDO_0007841	Q74.1	coxopodopatellar syndrome
MONDO_0012648	C535541	C1969809		NCIT_C129975	OMIM_611283		Orphanet_79159		MONDO_0012648	E71.1	isobutyryl-CoA dehydrogenase deficiency
MONDO_0009473	C535542				OMIM_243440		Orphanet_2306		MONDO_0009473	Q87.8	isotretinoin-like syndrome
MONDO_0007836	C535544	C1327918			OMIM_147750		Orphanet_2307		MONDO_0007836	Q71.8	IVIC syndrome
MONDO_0007977	C535547	C1835009			OMIM_156232		Orphanet_1836		MONDO_0007977	Q78.8	"mesomelic dysplasia, Kantaputra type"
MONDO_0006593	C535549	C0406608	EFO_1000748	NCIT_C27486		DOID_3927			MONDO_0006593		pelvic lipomatosis
MONDO_0009845	C535550	C1850040			OMIM_260660		Orphanet_93333		MONDO_0009845	Q87.5	pelviscapular dysplasia
MONDO_0043257	C535551	C0263314							MONDO_0043257		pemphigus and fogo selvagem
MONDO_0007314	C535552	C2930928			OMIM_118350				MONDO_0007314		"chemodectoma, intraabdominal, with cutaneous angiolipomas"
MONDO_0021726	C535553	C2930929							MONDO_0021726		abdominal cystic lymphangioma
MONDO_0000816	C535554	C2930930				DOID_0060611			MONDO_0000816		abdominal obesity-metabolic syndrome
MONDO_0021727	C535555	C2936828							MONDO_0021727		aberrant subclavian artery
MONDO_0010285	C535556	C1846056			OMIM_300262	DOID_0060818	Orphanet_85273		MONDO_0010285	Q87.8	syndromic X-linked intellectual disability Abidi type
MONDO_0008693	C535557	C1860224			OMIM_200110	DOID_0060550	Orphanet_920		MONDO_0008693	Q87.0	ablepharon macrostomia syndrome
MONDO_0006235	C535558|D016586	C0085167	EFO_1000284	NCIT_C3474		DOID_2411			MONDO_0006235		granular cell tumor
MONDO_0010554	C535559	C1844862			OMIM_302905		Orphanet_921		MONDO_0010554	Q87.8	Abruzzo-Erickson syndrome
MONDO_0009286	C535561				OMIM_231970				MONDO_0009286		"gluteal muscles, absence of"
MONDO_0022349	C535562								MONDO_0022349		congenital absence of septum pellucidum
MONDO_0010144	C535563				OMIM_275220		Orphanet_93322		MONDO_0010144	Q72.5	tibial hemimelia
MONDO_0020306	C535564	C1861099					Orphanet_988		MONDO_0020306	Q87.2	absent tibia-polydactyly syndrome
MONDO_0007238	C535565	CN033494		NCIT_C118459	OMIM_113700				MONDO_0007238		amastia
MONDO_0009452	C535566	C1855772		NCIT_C138174	OMIM_242840	DOID_0060356	Orphanet_1493		MONDO_0009452	Q87.8	Vici syndrome
MONDO_0008205	C535568	C1868577			OMIM_168860		Orphanet_86789		MONDO_0008205	Q74.1	patella aplasia/hypoplasia
MONDO_0021745	C535569	C1455735							MONDO_0021745		psychosocial short stature
MONDO_0019795	C535570|D009436	C2930936|C0702169					Orphanet_945		MONDO_0019795	Q00.0	acalvaria
MONDO_0022067	C535571	C2930937							MONDO_0022067		Cantu sanchez-corona fragoso syndrome
MONDO_0009406	C535572	C0795905			OMIM_239850	DOID_0060569	Orphanet_1517		MONDO_0009406	Q87.3	hypertrichotic osteochondrodysplasia Cantu type
MONDO_0010150	C535575	C1168401	EFO_0000181	NCIT_C34447	OMIM_275355	DOID_5520	Orphanet_67037		MONDO_0010150		head and neck squamous cell carcinoma
MONDO_0010753	C535576				OMIM_314400				MONDO_0010753		"cardiac valvular dysplasia, X-linked"
MONDO_0008914	C535577	C1859329			OMIM_212100				MONDO_0008914		cardioauditory syndrome of Sanchez Cascos
MONDO_0009036	C535578	C1857495			OMIM_218450		Orphanet_2872		MONDO_0009036	Q87.8	"cardiocranial syndrome, Pfeiffer type"
MONDO_0015280	C535579	C1275081		NCIT_C84617		DOID_0060233	Orphanet_1340		MONDO_0015280	Q87.8	cardiofaciocutaneous syndrome
MONDO_0011581	C535581	C1854063			OMIM_605676	DOID_0090128	Orphanet_65282		MONDO_0011581		dilated cardiomyopathy with woolly hair and keratoderma
MONDO_0022654	C535582								MONDO_0022654		cardiomyopathy hypogonadism collagenoma syndrome
MONDO_0010771	C535584	CN239812|C1708371		NCIT_C45745	OMIM_500000	DOID_0080198	Orphanet_137675		MONDO_0010771	I42.0	histiocytoid cardiomyopathy
MONDO_0022089	C535585	C2930940							MONDO_0022089		Carnevale hernandez castillo syndrome
MONDO_0009927	C535586		EFO_1001977		OMIM_265050	DOID_0060576			MONDO_0009927		3MC syndrome 2
MONDO_0009705	C535588	C1829703		NCIT_C98871	OMIM_255120	DOID_0090129	Orphanet_156		MONDO_0009705	E71.3	carnitine palmitoyl transferase 1A deficiency
MONDO_0015515	C535589	C0342790		NCIT_C114766		DOID_0060235	Orphanet_157		MONDO_0015515	E71.3	carnitine palmitoyltransferase II deficiency
MONDO_0017363	C535590						Orphanet_2902		MONDO_0017363	J82	idiopathic chronic eosinophilic pneumonia
MONDO_0016883	C535591	C0795796		NCIT_C36501			Orphanet_261857		MONDO_0016883	Q93.5	partial deletion of the short arm of chromosome 1
MONDO_0009042	C535597	C1857471			OMIM_218670		Orphanet_1528		MONDO_0009042	Q04.3	craniotelencephalic dysplasia
MONDO_0010305	C535598			NCIT_C125665	OMIM_300352	DOID_0050800	Orphanet_52503		MONDO_0010305	E72.8	creatine transporter deficiency
MONDO_0009123	C535600	C0342687			OMIM_223360	DOID_0090145	Orphanet_230		MONDO_0009123	G90.8	dopamine beta-hydroxylase deficiency
MONDO_0010226	C535601	C1848296			OMIM_300018				MONDO_0010226		"46,XY sex reversal 2"
MONDO_0023007	C535603	C2930947							MONDO_0023007		drachtman weinblatt sitarz syndrome
MONDO_0018866	C535607	C0393591				DOID_0050629	Orphanet_51		MONDO_0018866	G31.8	Aicardi-Goutieres syndrome
MONDO_0013059	C535608				OMIM_612952				MONDO_0013059		Aicardi-Goutieres syndrome 5
MONDO_0021834	C535609	C2930948							MONDO_0021834		Akaba Hayasaka syndrome
MONDO_0010573	C535610	CN237776			OMIM_304200		Orphanet_79482		MONDO_0010573		"cutis verticis gyrata, thyroid aplasia, and mental retardation"
MONDO_0021836	C535611								MONDO_0021836		Aksu von Stockhausen syndrome
MONDO_0010164	C535612				OMIM_276820		Orphanet_2879		MONDO_0010164	Q87.2	"phocomelia, Schinzel type"
MONDO_0017315	C535613	C2930950					Orphanet_2865		MONDO_0017315	Q87.8	short stature-webbed neck-heart disease syndrome
MONDO_0009344	C535615				OMIM_235760		Orphanet_2153		MONDO_0009344	Q43.1	Hirschsprung disease-nail hypoplasia-dysmorphism syndrome
MONDO_0021838	C535616	C2930951							MONDO_0021838		Al Gazali Khidr Prem Chandran syndrome
MONDO_0017196	C535617	CN202641					Orphanet_2773		MONDO_0017196	Q87.8	osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome
MONDO_0007693	C535618	C1841696			OMIM_139600		Orphanet_2220		MONDO_0007693	Q84.2	hypertrichosis cubiti-short stature syndrome
MONDO_0007694	C535619				OMIM_139630				MONDO_0007694		hairy nose tip
MONDO_0007695	C535620				OMIM_139650				MONDO_0007695		hairy palms and soles
MONDO_0015883	C535621	C2930953					Orphanet_1809		MONDO_0015883	Q82.8	"hidrotic ectodermal dysplasia, Halal type"
MONDO_0016750	C535622	C2930954					Orphanet_2521		MONDO_0016750	Q87.8	microcephaly-cleft palate syndrome
MONDO_0009320	C535623	C1856198			OMIM_234250		Orphanet_2107		MONDO_0009320	Q87.8	hall-Riggs syndrome
MONDO_0008809	C535624	C2930955			OMIM_207740		Orphanet_2926		MONDO_0008809	Q87.8	polyneuropathy-hand defect syndrome
MONDO_0015250	C535625	C2930956					Orphanet_1217		MONDO_0015250	G12.2	spinal atrophy-ophthalmoplegia-pyramidal syndrome
MONDO_0007696	C535626	C1841693			OMIM_139750		Orphanet_1927		MONDO_0007696	Q87.8	Emery-Nelson syndrome
MONDO_0007698	C535627	C1841679			OMIM_140000	DOID_0060739	Orphanet_2438		MONDO_0007698	Q51.2	hand-foot-genital syndrome
MONDO_0018081	C535630|D006480	C2930957|C0019101|CN204401					Orphanet_340		MONDO_0018081	A98.5+|N08.0*	hemorrhagic fever-renal syndrome
MONDO_0012997	C535632	C0795969			OMIM_612726		Orphanet_1415		MONDO_0012997		cholestasis-pigmentary retinopathy-cleft palate syndrome
MONDO_0008938	C535633	C0393520			OMIM_212895		Orphanet_1177		MONDO_0008938	G11.1	early-onset cerebellar ataxia with retained tendon reflexes
MONDO_0016040	C535634	C2029348					Orphanet_199282		MONDO_0016040	G90.8	harlequin syndrome
MONDO_0010993	C535635	C0795970			OMIM_601095		Orphanet_2115		MONDO_0010993	Q87.8	Harrod syndrome
MONDO_0023188	C535636	C0264099							MONDO_0023188		Freiberg disease
MONDO_0023191	C535637	C2930960							MONDO_0023191		Freire-Maia odontotrichomelic syndrome
MONDO_0009980	C535638	C2930961			OMIM_267900				MONDO_0009980		retinal telangiectasia and hypogammaglobulinemia
MONDO_0012324	C535639	C1864825			OMIM_609640		Orphanet_264200		MONDO_0012324	Q93.5	14q22q23 microdeletion syndrome
MONDO_0016639	C535640	C2930962					Orphanet_2487		MONDO_0016639		lower limb deficiency-hypospadias syndrome
MONDO_0017943	C535645	C0301928					Orphanet_324636		MONDO_0017943	D69.2	autoerythrocyte sensitization syndrome
MONDO_0023212	C535646	C2930965							MONDO_0023212		Garret-Tripp syndrome
MONDO_0023214	C535647	C2930966							MONDO_0023214		gas bloat syndrome
MONDO_0015078	C535650	CN197371					Orphanet_100092		MONDO_0015078		gastroenteropancreatic neuroendocrine neoplasm
MONDO_0007651	C535651	C1850899			OMIM_137270		Orphanet_2069		MONDO_0007651		gastrocutaneous syndrome
MONDO_0007047	C535653	C0545044	EFO_1000758		OMIM_101850	DOID_0060362	Orphanet_38		MONDO_0007047	Q82.8	punctate palmoplantar keratoderma type III
MONDO_0007050	C535654	CN225973			OMIM_102100		Orphanet_964		MONDO_0007050		"acromegaloid changes, cutis verticis gyrata, and corneal leukoma"
MONDO_0007051	C535655	C0796280			OMIM_102150		Orphanet_965		MONDO_0007051	Q87.0	acromegaloid facial appearance syndrome
MONDO_0011626	C535656	C1853757			OMIM_606049				MONDO_0011626		"acromegaloid features, overgrowth, cleft palate, and hernia"
MONDO_0011359	C535657|C566345	C0796182|C1863616			OMIM_603671	DOID_0060342	Orphanet_1827		MONDO_0011359	Q75.8	acromelic frontonasal dysostosis
MONDO_0019696	C535658	C0265278				DOID_0080049	Orphanet_93437		MONDO_0019696		acromesomelic dysplasia
MONDO_0021805	C535659	C2930969							MONDO_0021805		"acromesomelic dysplasia, Campailla Martinelli type"
MONDO_0011275	C535661	C1864356			OMIM_602875	DOID_0080050	Orphanet_40		MONDO_0011275	Q77.8	"acromesomelic dysplasia, Maroteaux type"
MONDO_0007055	C535662	C0265287			OMIM_102370		Orphanet_969		MONDO_0007055	Q77.8	acromicric dysplasia
MONDO_0011621	C535664	C1853812			OMIM_605967		Orphanet_85203		MONDO_0011621	Q74.0	acropectoral syndrome
MONDO_0008707	C535665	C1860166			OMIM_200980		Orphanet_958		MONDO_0008707	Q87.8	acro-renal-mandibular syndrome
MONDO_0008719	C535666	C0796290			OMIM_201310				MONDO_0008719		"acrorenal syndrome, autosomal recessive"
MONDO_0008720	C535668	C0342388	EFO_1001979		OMIM_201400	DOID_0080150	Orphanet_199296	HP_0011748	MONDO_0008720	E23.6	congenital isolated adrenocorticotropic hormone deficiency
MONDO_0043300	C535669	C0267026							MONDO_0043300		actinic cheilitis
MONDO_0016467	C535670			NCIT_C98929			Orphanet_2305		MONDO_0016467	Q86.8	isotretinoin syndrome
MONDO_0021808	C535672	C2930973							MONDO_0021808		acute cholinergic dysautonomia
MONDO_0009493	C535674	C0796136			OMIM_245100		Orphanet_1399		MONDO_0009493	G60.2	Richards-Rundle syndrome
MONDO_0009716	C535675	C2930978			OMIM_255710		Orphanet_3101		MONDO_0009716	Q87.8	Richieri Costa-da Silva syndrome
MONDO_0043193	C535676	C2930979							MONDO_0043193		richieri-costa guion-almeida cohen syndrome
MONDO_0009998	C535677	C1849348			OMIM_268305		Orphanet_3102		MONDO_0009998	Q87.8	Richieri Costa-Pereira syndrome
MONDO_0019187	C535679	C0265341|CN776842|C3495488		NCIT_C131001		DOID_14686	Orphanet_782		MONDO_0019187	Q13.81	Axenfeld-Rieger syndrome
MONDO_0011097	C535680	C1832229			OMIM_601499	DOID_0110121			MONDO_0011097	Q13.8	Axenfeld-Rieger syndrome type 2
MONDO_0012473	C535681	C1835910			OMIM_610338				MONDO_0012473		"right pulmonary artery, anomalous origin of, familial"
MONDO_0010179	C535682	C1848587			OMIM_277200		Orphanet_439		MONDO_0010179	Q22.6	isolated right ventricular hypoplasia
MONDO_0019951	C535683						Orphanet_97244		MONDO_0019951	G71.2	rigid spine syndrome
MONDO_0008387	C535684	C1867155			OMIM_180550		Orphanet_91481		MONDO_0008387	D31.1	ring dermoid of cornea
MONDO_0011634	C535685	C1853698							MONDO_0011634	G71.8	rippling muscle disease
MONDO_0009997	C535687	C0392475		NCIT_C126326	OMIM_268300	DOID_5325	Orphanet_3103		MONDO_0009997	Q73.8	Roberts syndrome
MONDO_0008247	C535688	C1868309			OMIM_172880		Orphanet_3104		MONDO_0008247	Q87.0	robin sequence-oligodactyly syndrome
MONDO_0007615	C535689	C1851100			OMIM_135750		Orphanet_2378		MONDO_0007615	Q87.2	laurin-Sandrow syndrome
MONDO_0020531	C535690	C0220711		NCIT_C84537			Orphanet_99900		MONDO_0020531	E71.3	long chain acyl-CoA dehydrogenase deficiency
MONDO_0043120	C535692	C1835303							MONDO_0043120		male pseudohermaphroditism due to defective lh molecule
MONDO_0010824	C535693				OMIM_600122		Orphanet_2983		MONDO_0010824	Q56.3	disorder of sex development-intellectual disability syndrome
MONDO_0009556	C535702	C0342793			OMIM_248360		Orphanet_943		MONDO_0009556	E72.8	malonic aciduria
MONDO_0009554	C535704	C0796032			OMIM_248340	DOID_0060577			MONDO_0009554		3MC syndrome 3
MONDO_0009557	C535705	CN236772|CN206381		NCIT_C123417	OMIM_248370		Orphanet_90153		MONDO_0009557	Q87.5	mandibuloacral dysplasia with type A lipodystrophy
MONDO_0012074	C535706	C1837756			OMIM_608612		Orphanet_90154		MONDO_0012074	Q87.5	mandibuloacral dysplasia with type B lipodystrophy
MONDO_0009558	C535707				OMIM_248390				MONDO_0009558		Treacher Collins syndrome 3
MONDO_0011116	C535708				OMIM_601612		Orphanet_1120		MONDO_0011116	Q87.8	lung agenesis-heart defect-thumb anomalies syndrome
MONDO_0008084	C535714	C1834206			OMIM_162370				MONDO_0008084		"neuropathy, congenital, with arthrogryposis multiplex"
MONDO_0011585	C535715	C1854023			OMIM_605726	DOID_0111065	Orphanet_139552		MONDO_0011585	G12.2	autosomal recessive distal spinal muscular atrophy 2
MONDO_0011085	C535716	C1832334			OMIM_601455	DOID_0110186	Orphanet_99950		MONDO_0011085	G60.0	Charcot-Marie-Tooth disease type 4D
MONDO_0011468	C535717	C1858338			OMIM_604484		Orphanet_90117		MONDO_0011468	G60.0	"hereditary motor and sensory neuropathy, Okinawa type"
MONDO_0009124	C535718	C0175691		NCIT_C125591	OMIM_223370	DOID_14796	Orphanet_235		MONDO_0009124	Q87.1	Dubowitz syndrome
MONDO_0023013	C535719	C2930993							MONDO_0023013		Duker-Weiss-Siber syndrome
MONDO_0009126	C535720	C0266174		NCIT_C101025	OMIM_223400	DOID_0080216	Orphanet_1203	HP_0002247	MONDO_0009126	Q41.0	duodenal atresia
MONDO_0007474	C535721	C1852009			OMIM_126840				MONDO_0007474		duodenal ulcer due to antral G-cell hyperfunction
MONDO_0011745	C535722	C1847196			OMIM_606894				MONDO_0011745		"duodenojejunal atresia with volvulus, absent dorsal mesentery, and absent superior mesenteric artery"
MONDO_0011356	C535723	C1863622			OMIM_603656				MONDO_0011356		"exostosis, Dupuytren subungual"
MONDO_0007480	C535724				OMIM_127200		Orphanet_2569		MONDO_0007480		dwarfism with stiff joints and ocular abnormalities
MONDO_0009130	C535726	C0265286		NCIT_C124844	OMIM_223800	DOID_0111167	Orphanet_239		MONDO_0009130	Q77.7	Dyggve-Melchior-Clausen disease
MONDO_0009445	C535727	C1275088			OMIM_242520		Orphanet_2274		MONDO_0009445	Q87.8	ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome
MONDO_0009132	C535728	C1857153			OMIM_224000				MONDO_0009132		dysautonomia-like disorder
MONDO_0007483	C535729	C0406775	Orphanet_41	NCIT_C118435	OMIM_127400	DOID_0060257	Orphanet_41		MONDO_0007483	L81.8	dyschromatosis symmetrica hereditaria
MONDO_0000736	C535730	C2930995|C1306229				DOID_0060304	Orphanet_241		MONDO_0000736	L81.8	dyschromatosis universalis hereditaria
MONDO_0009133	C535731	C0394006		NCIT_C114781		DOID_0050997	Orphanet_1766		MONDO_0009133	G11.8	dysequilibrium syndrome
MONDO_0012176	C535733	C1836929			OMIM_609029		Orphanet_96170		MONDO_0012176	Q92.6	Emanuel syndrome
MONDO_0007536	C535735	C0265797		NCIT_C98895	OMIM_130710		Orphanet_1928		MONDO_0007536	Q33.8	congenital lobar emphysema
MONDO_0013074	C535736	C0406612		NCIT_C4701	OMIM_613001		Orphanet_2396		MONDO_0013074	E88.2	encephalocraniocutaneous lipomatosis
MONDO_0011229	C535737	C1865349			OMIM_602473	DOID_0060640	Orphanet_51188		MONDO_0011229	G31.8	ethylmalonic encephalopathy
MONDO_0008907	C535739	C0349653		NCIT_C126868	OMIM_212065		Orphanet_79318		MONDO_0008907	E77.8	PMM2-CDG
MONDO_0011257	C535740				OMIM_602579		Orphanet_79319		MONDO_0011257	E77.8	MPI-CDG
MONDO_0011291	C535741	C2930997		NCIT_C126869	OMIM_603147		Orphanet_79320		MONDO_0011291	E77.8	congenital disorder of glycosylation type 1C
MONDO_0010998	C535742	C1832736		NCIT_C126870	OMIM_601110		Orphanet_79321		MONDO_0010998	E77.8	ALG3-CDG
MONDO_0012123	C535743			NCIT_C126871	OMIM_608799		Orphanet_79322		MONDO_0012123	E77.8	congenital disorder of glycosylation type 1E
MONDO_0012211	C535744	C1836669		NCIT_C126872	OMIM_609180		Orphanet_79323		MONDO_0012211	E77.8	MPDU1-CDG
MONDO_0011783	C535745	C2931001		NCIT_C126873	OMIM_607143		Orphanet_79324		MONDO_0011783	E77.8	ALG12-CDG
MONDO_0011969	C535746	C2931002			OMIM_608104		Orphanet_79325		MONDO_0011969	E77.8	ALG8-CDG
MONDO_0005501	C535747		EFO_0005546			DOID_0050571			MONDO_0005501		congenital disorder of glycosylation type II
MONDO_0011964	C535748	C2931004		NCIT_C126874	OMIM_608093		Orphanet_86309		MONDO_0011964	E77.8	DPAGT1-CDG
MONDO_0012052	C535749	C2931005			OMIM_608540		Orphanet_79327		MONDO_0012052	E77.8	ALG1-CDG
MONDO_0012117	C535750	C2931006			OMIM_608776		Orphanet_79328		MONDO_0012117	E77.8	ALG9-CDG
MONDO_0014271	C535751	C2931007			OMIM_615597		Orphanet_370924		MONDO_0014271	E77.8	STT3B-CDG
MONDO_0008908	C535752	C2931008			OMIM_212066	DOID_0070253	Orphanet_79329		MONDO_0008908	E77.8	MGAT2-CDG
